ISIN,Risk_Stripe
ISIN13714,Stripe 0
ISIN13715,Stripe 0
ISIN13716,Stripe 0
ISIN13717,Stripe 0
ISIN13718,Stripe 0
ISIN13721,Stripe 0
ISIN13722,Stripe 0
ISIN13723,Stripe 0
ISIN13725,Stripe 0
ISIN13726,Stripe 0
ISIN13727,Stripe 0
ISIN13728,Stripe 0
ISIN13731,Stripe 0
ISIN13732,Stripe 0
ISIN13733,Stripe 0
ISIN13734,Stripe 0
ISIN13735,Stripe 0
ISIN13736,Stripe 0
ISIN13737,Stripe 0
ISIN13738,Stripe 0
ISIN13739,Stripe 0
ISIN13740,Stripe 0
ISIN13741,Stripe 0
ISIN13742,Stripe 0
ISIN13743,Stripe 0
ISIN13744,Stripe 0
ISIN13745,Stripe 0
ISIN13746,Stripe 0
ISIN13747,Stripe 0
ISIN13748,Stripe 0
ISIN13749,Stripe 0
ISIN13750,Stripe 0
ISIN13751,Stripe 0
ISIN13752,Stripe 0
ISIN13753,Stripe 0
ISIN13754,Stripe 0
ISIN13755,Stripe 0
ISIN13756,Stripe 0
ISIN13768,Stripe 0
ISIN13769,Stripe 0
ISIN13770,Stripe 0
ISIN13771,Stripe 0
ISIN13772,Stripe 0
ISIN13773,Stripe 0
ISIN13774,Stripe 0
ISIN13775,Stripe 0
ISIN13776,Stripe 0
ISIN13778,Stripe 0
ISIN13779,Stripe 0
ISIN13780,Stripe 0
ISIN13781,Stripe 0
ISIN13782,Stripe 0
ISIN13783,Stripe 0
ISIN13784,Stripe 0
ISIN13786,Stripe 0
ISIN13787,Stripe 0
ISIN13788,Stripe 0
ISIN13789,Stripe 0
ISIN13790,Stripe 0
ISIN13791,Stripe 0
ISIN13792,Stripe 0
ISIN13793,Stripe 0
ISIN13794,Stripe 0
ISIN13795,Stripe 0
ISIN13796,Stripe 0
ISIN13797,Stripe 0
ISIN13798,Stripe 0
ISIN13799,Stripe 0
ISIN13800,Stripe 0
ISIN13801,Stripe 0
ISIN13802,Stripe 0
ISIN13803,Stripe 0
ISIN13804,Stripe 0
ISIN13805,Stripe 0
ISIN13806,Stripe 0
ISIN13807,Stripe 0
ISIN13808,Stripe 0
ISIN13809,Stripe 0
ISIN13810,Stripe 0
ISIN13811,Stripe 0
ISIN13812,Stripe 0
ISIN13813,Stripe 0
ISIN13814,Stripe 0
ISIN13815,Stripe 0
ISIN13816,Stripe 0
ISIN13817,Stripe 0
ISIN13818,Stripe 0
ISIN13819,Stripe 0
ISIN13820,Stripe 0
ISIN13821,Stripe 0
ISIN13822,Stripe 0
ISIN13823,Stripe 0
ISIN13824,Stripe 0
ISIN13826,Stripe 0
ISIN13827,Stripe 0
ISIN13828,Stripe 0
ISIN13830,Stripe 0
ISIN13831,Stripe 0
ISIN13832,Stripe 0
ISIN13833,Stripe 0
ISIN13834,Stripe 0
ISIN13836,Stripe 0
ISIN13838,Stripe 0
ISIN13839,Stripe 0
ISIN13840,Stripe 0
ISIN13841,Stripe 0
ISIN13842,Stripe 4
ISIN13843,Stripe 4
ISIN13844,Stripe 4
ISIN13845,Stripe 4
ISIN13846,Stripe 4
ISIN13847,Stripe 4
ISIN13848,Stripe 4
ISIN13849,Stripe 4
ISIN13850,Stripe 4
ISIN13851,Stripe 4
ISIN13852,Stripe 0
ISIN13853,Stripe 0
ISIN13855,Stripe 0
ISIN13856,Stripe 0
ISIN13857,Stripe 0
ISIN13858,Stripe 0
ISIN13859,Stripe 0
ISIN13860,Stripe 0
ISIN13861,Stripe 0
ISIN13862,Stripe 0
ISIN13863,Stripe 0
ISIN13865,Stripe 0
ISIN13866,Stripe 5
ISIN13867,Stripe 0
ISIN13868,Stripe 3
ISIN13869,Stripe 3
ISIN13870,Stripe 5
ISIN13871,Stripe 5
ISIN13872,Stripe 0
ISIN13873,Stripe 0
ISIN13874,Stripe 0
ISIN13875,Stripe 0
ISIN13876,Stripe 0
ISIN13877,Stripe 0
ISIN13878,Stripe 0
ISIN13879,Stripe 0
ISIN13880,Stripe 0
ISIN13881,Stripe 0
ISIN13882,Stripe 0
ISIN13883,Stripe 0
ISIN13888,Stripe 0
ISIN13890,Stripe 0
ISIN13891,Stripe 0
ISIN13892,Stripe 0
ISIN13893,Stripe 0
ISIN13894,Stripe 0
ISIN13895,Stripe 0
ISIN13898,Stripe 0
ISIN13899,Stripe 0
ISIN13900,Stripe 0
ISIN13901,Stripe 0
ISIN13902,Stripe 0
ISIN13903,Stripe 0
ISIN13904,Stripe 0
ISIN13905,Stripe 0
ISIN13906,Stripe 0
ISIN13907,Stripe 0
ISIN13908,Stripe 0
ISIN13909,Stripe 0
ISIN13910,Stripe 0
ISIN13911,Stripe 0
ISIN13912,Stripe 0
ISIN13913,Stripe 0
ISIN13914,Stripe 0
ISIN13915,Stripe 0
ISIN13916,Stripe 0
ISIN13917,Stripe 0
ISIN13918,Stripe 0
ISIN13919,Stripe 0
ISIN13920,Stripe 0
ISIN13921,Stripe 0
ISIN13922,Stripe 0
ISIN13923,Stripe 0
ISIN13924,Stripe 0
ISIN13925,Stripe 0
ISIN13926,Stripe 0
ISIN13927,Stripe 0
ISIN13928,Stripe 0
ISIN13929,Stripe 0
ISIN13930,Stripe 0
ISIN13931,Stripe 0
ISIN13932,Stripe 0
ISIN13933,Stripe 0
ISIN13934,Stripe 0
ISIN13937,Stripe 0
ISIN13938,Stripe 0
ISIN13939,Stripe 0
ISIN13940,Stripe 0
ISIN13941,Stripe 0
ISIN13942,Stripe 0
ISIN13943,Stripe 0
ISIN13944,Stripe 0
ISIN13945,Stripe 0
ISIN13946,Stripe 0
ISIN13947,Stripe 0
ISIN13948,Stripe 0
ISIN13949,Stripe 0
ISIN13950,Stripe 0
ISIN13951,Stripe 0
ISIN13952,Stripe 0
ISIN13953,Stripe 0
ISIN13954,Stripe 0
ISIN13955,Stripe 0
ISIN13956,Stripe 0
ISIN13957,Stripe 0
ISIN13958,Stripe 0
ISIN13959,Stripe 0
ISIN13960,Stripe 0
ISIN13961,Stripe 0
ISIN13962,Stripe 0
ISIN13963,Stripe 0
ISIN13964,Stripe 0
ISIN13965,Stripe 0
ISIN13966,Stripe 0
ISIN13967,Stripe 6
ISIN13968,Stripe 6
ISIN13969,Stripe 0
ISIN13970,Stripe 0
ISIN13971,Stripe 0
ISIN13972,Stripe 0
ISIN13973,Stripe 0
ISIN13974,Stripe 0
ISIN13975,Stripe 0
ISIN13976,Stripe 0
ISIN13977,Stripe 0
ISIN13978,Stripe 0
ISIN13979,Stripe 7
ISIN13980,Stripe 0
ISIN13981,Stripe 3
ISIN13982,Stripe 3
ISIN13983,Stripe 0
ISIN13984,Stripe 3
ISIN13985,Stripe 3
ISIN13987,Stripe 0
ISIN13988,Stripe 0
ISIN13989,Stripe 0
ISIN13990,Stripe 0
ISIN13991,Stripe 0
ISIN13992,Stripe 0
ISIN13993,Stripe 0
ISIN13994,Stripe 0
ISIN13995,Stripe 0
ISIN13996,Stripe 0
ISIN13997,Stripe 0
ISIN13998,Stripe 0
ISIN13999,Stripe 0
ISIN14000,Stripe 0
ISIN14001,Stripe 0
ISIN14002,Stripe 0
ISIN14003,Stripe 0
ISIN14004,Stripe 0
ISIN14005,Stripe 0
ISIN14006,Stripe 0
ISIN14007,Stripe 0
ISIN14011,Stripe 0
ISIN14013,Stripe 1
ISIN14014,Stripe 0
ISIN14015,Stripe 0
ISIN14016,Stripe 1
ISIN14017,Stripe 1
ISIN14018,Stripe 1
ISIN14019,Stripe 1
ISIN14020,Stripe 0
ISIN14021,Stripe 0
ISIN14022,Stripe 0
ISIN14023,Stripe 0
ISIN14024,Stripe 0
ISIN14025,Stripe 0
ISIN14026,Stripe 0
ISIN14027,Stripe 0
ISIN14028,Stripe 0
ISIN14029,Stripe 0
ISIN14030,Stripe 0
ISIN14031,Stripe 0
ISIN14032,Stripe 0
ISIN14033,Stripe 0
ISIN14034,Stripe 0
ISIN14035,Stripe 0
ISIN14036,Stripe 0
ISIN14037,Stripe 0
ISIN14038,Stripe 0
ISIN14039,Stripe 0
ISIN14040,Stripe 0
ISIN14041,Stripe 0
ISIN14042,Stripe 0
ISIN14043,Stripe 0
ISIN14044,Stripe 0
ISIN14045,Stripe 0
ISIN14046,Stripe 0
ISIN14047,Stripe 0
ISIN14048,Stripe 0
ISIN14049,Stripe 0
ISIN14050,Stripe 0
ISIN14051,Stripe 0
ISIN14052,Stripe 0
ISIN14053,Stripe 0
ISIN14054,Stripe 0
ISIN14055,Stripe 0
ISIN14056,Stripe 0
ISIN14057,Stripe 0
ISIN14058,Stripe 0
ISIN14059,Stripe 0
ISIN14060,Stripe 0
ISIN14061,Stripe 0
ISIN14062,Stripe 0
ISIN14063,Stripe 5
ISIN14064,Stripe 5
ISIN14066,Stripe 5
ISIN14067,Stripe 0
ISIN14068,Stripe 0
ISIN14069,Stripe 0
ISIN14070,Stripe 0
ISIN14071,Stripe 0
ISIN14072,Stripe 0
ISIN14073,Stripe 0
ISIN14074,Stripe 0
ISIN14075,Stripe 0
ISIN14076,Stripe 0
ISIN14077,Stripe 0
ISIN14078,Stripe 0
ISIN14079,Stripe 0
ISIN14081,Stripe 0
ISIN14082,Stripe 0
ISIN14083,Stripe 0
ISIN14084,Stripe 0
ISIN14085,Stripe 0
ISIN14087,Stripe 0
ISIN14088,Stripe 0
ISIN14089,Stripe 0
ISIN14090,Stripe 0
ISIN14091,Stripe 0
ISIN14092,Stripe 0
ISIN14093,Stripe 0
ISIN14094,Stripe 0
ISIN14095,Stripe 0
ISIN14096,Stripe 0
ISIN14097,Stripe 0
ISIN14098,Stripe 0
ISIN14099,Stripe 0
ISIN14100,Stripe 0
ISIN14101,Stripe 0
ISIN14102,Stripe 0
ISIN14103,Stripe 0
ISIN14104,Stripe 0
ISIN14105,Stripe 0
ISIN14106,Stripe 0
ISIN14107,Stripe 0
ISIN14108,Stripe 0
ISIN14110,Stripe 5
ISIN14111,Stripe 0
ISIN14112,Stripe 5
ISIN14113,Stripe 5
ISIN14114,Stripe 5
ISIN14115,Stripe 5
ISIN14116,Stripe 5
ISIN14117,Stripe 5
ISIN14118,Stripe 5
ISIN14119,Stripe 5
ISIN14120,Stripe 5
ISIN14121,Stripe 5
ISIN14122,Stripe 5
ISIN14123,Stripe 5
ISIN14124,Stripe 5
ISIN14125,Stripe 5
ISIN14126,Stripe 5
ISIN14127,Stripe 5
ISIN14128,Stripe 5
ISIN14129,Stripe 0
ISIN14130,Stripe 0
ISIN14131,Stripe 0
ISIN14132,Stripe 0
ISIN14133,Stripe 0
ISIN14136,Stripe 0
ISIN14137,Stripe 0
ISIN14139,Stripe 0
ISIN14140,Stripe 0
ISIN14141,Stripe 0
ISIN14142,Stripe 0
ISIN14143,Stripe 0
ISIN14144,Stripe 4
ISIN14145,Stripe 0
ISIN14146,Stripe 0
ISIN14147,Stripe 0
ISIN14148,Stripe 0
ISIN14149,Stripe 0
ISIN14150,Stripe 0
ISIN14151,Stripe 0
ISIN14152,Stripe 0
ISIN14153,Stripe 0
ISIN14154,Stripe 0
ISIN14155,Stripe 0
ISIN14156,Stripe 0
ISIN14157,Stripe 0
ISIN14158,Stripe 0
ISIN14159,Stripe 0
ISIN14160,Stripe 0
ISIN14161,Stripe 0
ISIN14162,Stripe 0
ISIN14163,Stripe 0
ISIN14164,Stripe 0
ISIN14165,Stripe 0
ISIN14168,Stripe 0
ISIN14169,Stripe 0
ISIN14170,Stripe 0
ISIN14171,Stripe 0
ISIN14172,Stripe 0
ISIN14174,Stripe 0
ISIN14175,Stripe 0
ISIN14176,Stripe 0
ISIN14177,Stripe 0
ISIN14178,Stripe 0
ISIN14179,Stripe 0
ISIN14180,Stripe 0
ISIN14181,Stripe 0
ISIN14182,Stripe 0
ISIN14183,Stripe 0
ISIN14184,Stripe 0
ISIN14185,Stripe 0
ISIN14186,Stripe 0
ISIN14187,Stripe 0
ISIN14188,Stripe 0
ISIN14189,Stripe 0
ISIN14190,Stripe 0
ISIN14191,Stripe 0
ISIN14192,Stripe 0
ISIN14193,Stripe 0
ISIN14194,Stripe 0
ISIN14195,Stripe 0
ISIN14196,Stripe 0
ISIN14197,Stripe 0
ISIN14198,Stripe 0
ISIN14199,Stripe 0
ISIN14200,Stripe 0
ISIN14201,Stripe 0
ISIN14202,Stripe 0
ISIN14203,Stripe 0
ISIN14204,Stripe 0
ISIN14205,Stripe 0
ISIN14206,Stripe 0
ISIN14207,Stripe 0
ISIN14208,Stripe 0
ISIN14209,Stripe 0
ISIN14210,Stripe 0
ISIN14212,Stripe 0
ISIN14213,Stripe 0
ISIN14214,Stripe 0
ISIN14215,Stripe 0
ISIN14216,Stripe 0
ISIN14217,Stripe 0
ISIN14218,Stripe 0
ISIN14219,Stripe 0
ISIN14220,Stripe 0
ISIN14221,Stripe 0
ISIN14222,Stripe 0
ISIN14223,Stripe 0
ISIN14224,Stripe 0
ISIN14225,Stripe 0
ISIN14226,Stripe 0
ISIN14227,Stripe 0
ISIN14228,Stripe 0
ISIN14229,Stripe 0
ISIN14230,Stripe 0
ISIN14231,Stripe 0
ISIN14232,Stripe 0
ISIN14233,Stripe 0
ISIN14234,Stripe 0
ISIN14235,Stripe 0
ISIN14236,Stripe 0
ISIN14237,Stripe 0
ISIN14239,Stripe 0
ISIN14240,Stripe 0
ISIN14241,Stripe 0
ISIN14242,Stripe 0
ISIN14243,Stripe 0
ISIN14244,Stripe 0
ISIN14245,Stripe 0
ISIN14246,Stripe 0
ISIN14247,Stripe 0
ISIN14248,Stripe 0
ISIN14249,Stripe 0
ISIN14250,Stripe 0
ISIN14251,Stripe 0
ISIN14252,Stripe 0
ISIN14253,Stripe 0
ISIN14254,Stripe 0
ISIN14255,Stripe 0
ISIN14256,Stripe 0
ISIN14257,Stripe 0
ISIN14258,Stripe 0
ISIN14259,Stripe 0
ISIN14260,Stripe 0
ISIN14261,Stripe 0
ISIN14262,Stripe 0
ISIN14263,Stripe 0
ISIN14264,Stripe 0
ISIN14265,Stripe 0
ISIN14266,Stripe 0
ISIN14267,Stripe 0
ISIN14268,Stripe 0
ISIN14269,Stripe 0
ISIN14270,Stripe 0
ISIN14271,Stripe 0
ISIN14272,Stripe 0
ISIN14273,Stripe 0
ISIN14274,Stripe 0
ISIN14275,Stripe 0
ISIN14276,Stripe 0
ISIN14277,Stripe 0
ISIN14278,Stripe 0
ISIN14279,Stripe 0
ISIN14280,Stripe 0
ISIN14281,Stripe 0
ISIN14282,Stripe 0
ISIN14283,Stripe 0
ISIN14284,Stripe 0
ISIN14285,Stripe 0
ISIN14286,Stripe 0
ISIN14287,Stripe 2
ISIN14288,Stripe 0
ISIN14289,Stripe 0
ISIN14290,Stripe 0
ISIN14291,Stripe 0
ISIN14292,Stripe 0
ISIN14293,Stripe 0
ISIN14294,Stripe 0
ISIN14295,Stripe 0
ISIN14296,Stripe 0
ISIN14297,Stripe 0
ISIN14298,Stripe 0
ISIN14299,Stripe 0
ISIN14300,Stripe 0
ISIN14301,Stripe 0
ISIN14302,Stripe 0
ISIN14303,Stripe 0
ISIN14304,Stripe 0
ISIN14305,Stripe 0
ISIN14306,Stripe 0
ISIN14307,Stripe 0
ISIN14308,Stripe 0
ISIN14309,Stripe 6
ISIN14310,Stripe 4
ISIN14311,Stripe 4
ISIN14312,Stripe 0
ISIN14313,Stripe 0
ISIN14314,Stripe 0
ISIN14315,Stripe 0
ISIN14316,Stripe 0
ISIN14317,Stripe 0
ISIN14318,Stripe 0
ISIN14319,Stripe 0
ISIN14320,Stripe 0
ISIN14321,Stripe 0
ISIN14322,Stripe 0
ISIN14323,Stripe 0
ISIN14324,Stripe 0
ISIN14325,Stripe 0
ISIN14328,Stripe 0
ISIN14336,Stripe 0
ISIN14337,Stripe 0
ISIN14338,Stripe 0
ISIN14339,Stripe 0
ISIN14340,Stripe 0
ISIN14341,Stripe 0
ISIN14348,Stripe 0
ISIN14349,Stripe 0
ISIN14350,Stripe 0
ISIN14351,Stripe 0
ISIN14352,Stripe 0
ISIN14353,Stripe 0
ISIN14354,Stripe 0
ISIN14355,Stripe 0
ISIN14356,Stripe 0
ISIN14357,Stripe 0
ISIN14358,Stripe 0
ISIN14359,Stripe 0
ISIN14360,Stripe 0
ISIN14361,Stripe 0
ISIN14362,Stripe 0
ISIN14363,Stripe 0
ISIN14364,Stripe 0
ISIN14365,Stripe 0
ISIN14366,Stripe 0
ISIN14367,Stripe 0
ISIN14368,Stripe 0
ISIN14369,Stripe 0
ISIN14370,Stripe 0
ISIN14371,Stripe 0
ISIN14372,Stripe 0
ISIN14373,Stripe 0
ISIN14374,Stripe 0
ISIN14375,Stripe 0
ISIN14376,Stripe 0
ISIN14377,Stripe 0
ISIN14378,Stripe 0
ISIN14379,Stripe 0
ISIN14380,Stripe 0
ISIN14381,Stripe 0
ISIN14382,Stripe 0
ISIN14383,Stripe 0
ISIN14384,Stripe 0
ISIN14385,Stripe 0
ISIN14386,Stripe 0
ISIN14387,Stripe 0
ISIN14388,Stripe 0
ISIN14389,Stripe 0
ISIN14390,Stripe 0
ISIN14391,Stripe 0
ISIN14392,Stripe 0
ISIN14393,Stripe 0
ISIN14395,Stripe 0
ISIN14396,Stripe 0
ISIN14397,Stripe 0
ISIN14398,Stripe 0
ISIN14399,Stripe 0
ISIN14401,Stripe 0
ISIN14402,Stripe 0
ISIN14409,Stripe 0
ISIN14410,Stripe 0
ISIN14411,Stripe 0
ISIN14412,Stripe 0
ISIN14413,Stripe 0
ISIN14414,Stripe 0
ISIN14415,Stripe 0
ISIN14416,Stripe 0
ISIN14417,Stripe 0
ISIN14418,Stripe 0
ISIN14419,Stripe 0
ISIN14420,Stripe 0
ISIN14421,Stripe 0
ISIN14422,Stripe 0
ISIN14423,Stripe 0
ISIN14424,Stripe 0
ISIN14425,Stripe 0
ISIN14427,Stripe 0
ISIN14428,Stripe 0
ISIN14429,Stripe 0
ISIN14430,Stripe 0
ISIN14431,Stripe 0
ISIN14432,Stripe 0
ISIN14433,Stripe 0
ISIN14434,Stripe 0
ISIN14435,Stripe 0
ISIN14436,Stripe 0
ISIN14437,Stripe 0
ISIN14438,Stripe 0
ISIN14439,Stripe 0
ISIN14440,Stripe 0
ISIN14441,Stripe 0
ISIN14442,Stripe 0
ISIN14443,Stripe 0
ISIN14444,Stripe 0
ISIN14445,Stripe 0
ISIN14446,Stripe 0
ISIN14447,Stripe 0
ISIN14448,Stripe 0
ISIN14449,Stripe 0
ISIN14450,Stripe 0
ISIN14451,Stripe 0
ISIN14452,Stripe 0
ISIN14453,Stripe 0
ISIN14454,Stripe 0
ISIN14457,Stripe 0
ISIN14458,Stripe 0
ISIN14459,Stripe 0
ISIN14460,Stripe 0
ISIN14461,Stripe 0
ISIN14462,Stripe 0
ISIN14463,Stripe 0
ISIN14464,Stripe 0
ISIN14465,Stripe 0
ISIN14466,Stripe 0
ISIN14467,Stripe 0
ISIN14468,Stripe 0
ISIN14469,Stripe 0
ISIN14470,Stripe 0
ISIN14471,Stripe 0
ISIN14472,Stripe 0
ISIN14473,Stripe 0
ISIN14474,Stripe 0
ISIN14475,Stripe 0
ISIN14477,Stripe 0
ISIN14478,Stripe 0
ISIN14480,Stripe 0
ISIN14481,Stripe 0
ISIN14482,Stripe 0
ISIN14483,Stripe 0
ISIN14484,Stripe 0
ISIN14485,Stripe 0
ISIN14486,Stripe 0
ISIN14487,Stripe 0
ISIN14488,Stripe 0
ISIN14489,Stripe 0
ISIN14490,Stripe 0
ISIN14491,Stripe 0
ISIN14492,Stripe 0
ISIN14493,Stripe 0
ISIN14494,Stripe 0
ISIN14495,Stripe 0
ISIN14496,Stripe 0
ISIN14497,Stripe 0
ISIN14498,Stripe 0
ISIN14499,Stripe 0
ISIN14500,Stripe 0
ISIN14501,Stripe 0
ISIN14502,Stripe 0
ISIN14503,Stripe 0
ISIN14504,Stripe 0
ISIN14505,Stripe 0
ISIN14506,Stripe 0
ISIN14507,Stripe 0
ISIN14508,Stripe 0
ISIN14509,Stripe 0
ISIN14510,Stripe 0
ISIN14511,Stripe 0
ISIN14512,Stripe 0
ISIN14513,Stripe 0
ISIN14514,Stripe 0
ISIN14515,Stripe 0
ISIN14516,Stripe 0
ISIN14517,Stripe 0
ISIN14518,Stripe 0
ISIN14521,Stripe 0
ISIN14522,Stripe 0
ISIN14523,Stripe 0
ISIN14524,Stripe 0
ISIN14525,Stripe 0
ISIN14526,Stripe 0
ISIN14527,Stripe 0
ISIN14528,Stripe 0
ISIN14529,Stripe 0
ISIN14530,Stripe 0
ISIN14531,Stripe 0
ISIN14532,Stripe 0
ISIN14533,Stripe 0
ISIN14534,Stripe 0
ISIN14535,Stripe 0
ISIN14536,Stripe 0
ISIN14537,Stripe 0
ISIN14538,Stripe 0
ISIN14539,Stripe 0
ISIN14540,Stripe 0
ISIN14541,Stripe 0
ISIN14542,Stripe 0
ISIN14543,Stripe 14
ISIN14544,Stripe 14
ISIN14545,Stripe 14
ISIN14546,Stripe 14
ISIN14547,Stripe 14
ISIN14548,Stripe 14
ISIN14549,Stripe 0
ISIN14550,Stripe 0
ISIN14551,Stripe 0
ISIN14552,Stripe 0
ISIN14553,Stripe 0
ISIN14554,Stripe 0
ISIN14555,Stripe 0
ISIN14556,Stripe 0
ISIN14557,Stripe 0
ISIN14558,Stripe 0
ISIN14559,Stripe 0
ISIN14560,Stripe 0
ISIN14561,Stripe 0
ISIN14562,Stripe 0
ISIN14563,Stripe 0
ISIN14564,Stripe 0
ISIN14565,Stripe 0
ISIN14566,Stripe 0
ISIN14567,Stripe 0
ISIN14568,Stripe 0
ISIN14569,Stripe 0
ISIN14570,Stripe 0
ISIN14571,Stripe 0
ISIN14572,Stripe 0
ISIN14573,Stripe 0
ISIN14574,Stripe 0
ISIN14575,Stripe 0
ISIN14576,Stripe 0
ISIN14577,Stripe 0
ISIN14578,Stripe 0
ISIN14579,Stripe 0
ISIN14580,Stripe 0
ISIN14581,Stripe 0
ISIN14582,Stripe 0
ISIN14583,Stripe 0
ISIN14584,Stripe 0
ISIN14585,Stripe 0
ISIN14586,Stripe 0
ISIN14587,Stripe 0
ISIN14588,Stripe 0
ISIN14589,Stripe 0
ISIN14590,Stripe 0
ISIN14591,Stripe 0
ISIN14592,Stripe 0
ISIN14593,Stripe 0
ISIN14594,Stripe 0
ISIN14595,Stripe 0
ISIN14596,Stripe 0
ISIN14597,Stripe 0
ISIN14598,Stripe 0
ISIN14599,Stripe 0
ISIN14600,Stripe 0
ISIN14601,Stripe 0
ISIN14602,Stripe 0
ISIN14603,Stripe 0
ISIN14604,Stripe 0
ISIN14605,Stripe 0
ISIN14606,Stripe 0
ISIN14607,Stripe 0
ISIN14608,Stripe 0
ISIN14609,Stripe 0
ISIN14610,Stripe 0
ISIN14611,Stripe 0
ISIN14612,Stripe 0
ISIN14613,Stripe 0
ISIN14614,Stripe 0
ISIN14615,Stripe 0
ISIN14616,Stripe 0
