ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Issue_Date,Collateral_Type,Coupon_Frequency,Coupon_Type,Maturity_Date,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
ISIN22,sp rating6,moody rating6,Currency0,N,Seniority2,N,2,23-Sep-13,Collateral Type2,Coupon Frequency2,Coupon Type1,23-Mar-18,Industry Group7,Industry Sector4,Industry SubGroup8,Issuer Name12,Ticker11,Country4,Stripe 1
ISIN23,sp rating5,moody rating6,Currency0,N,Seniority2,N,2,18-Apr-13,Collateral Type4,Coupon Frequency2,Coupon Type1,18-Apr-18,Industry Group8,Industry Sector2,Industry SubGroup9,Issuer Name13,Ticker12,Country6,Stripe 0
ISIN26,sp rating7,moody rating8,Currency0,N,Seniority4,N,2,16-Feb-07,Collateral Type5,Coupon Frequency2,Coupon Type1,16-Feb-17,Industry Group9,Industry Sector6,Industry SubGroup10,Issuer Name15,Ticker14,Country7,Stripe 0
ISIN28,sp rating8,moody rating8,Currency0,N,Seniority4,N,2,19-Jun-07,Collateral Type5,Coupon Frequency2,Coupon Type1,19-Jun-17,Industry Group0,Industry Sector0,Industry SubGroup11,Issuer Name16,Ticker15,Country7,Stripe 0
ISIN43,sp rating6,,Currency0,N,Seniority2,N,3,13-Mar-13,Collateral Type4,Coupon Frequency0,Coupon Type1,13-Mar-18,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name26,Ticker23,Country9,Stripe 11
ISIN44,sp rating6,,Currency0,N,Seniority2,N,3,13-Mar-13,Collateral Type4,Coupon Frequency0,Coupon Type1,13-Mar-23,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name26,Ticker23,Country9,Stripe 11
ISIN61,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,8-May-12,Collateral Type2,Coupon Frequency0,Coupon Type1,8-May-17,Industry Group14,Industry Sector5,Industry SubGroup20,Issuer Name42,Ticker39,Country4,Stripe 2
ISIN62,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,8-May-12,Collateral Type2,Coupon Frequency0,Coupon Type1,8-May-22,Industry Group14,Industry Sector5,Industry SubGroup20,Issuer Name42,Ticker39,Country4,Stripe 2
ISIN63,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,8-May-12,Collateral Type2,Coupon Frequency0,Coupon Type1,8-May-42,Industry Group14,Industry Sector5,Industry SubGroup20,Issuer Name42,Ticker39,Country4,Stripe 2
ISIN64,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,17-Jun-11,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-21,Industry Group14,Industry Sector5,Industry SubGroup20,Issuer Name43,Ticker39,Country4,Stripe 2
ISIN67,sp rating2,moody rating9,Currency0,N,Seniority0,N,3,27-May-93,Collateral Type0,Coupon Frequency0,Coupon Type1,15-May-23,Industry Group0,Industry Sector0,Industry SubGroup13,Issuer Name45,Ticker21,Country5,Stripe 3
ISIN68,sp rating2,moody rating9,Currency0,N,Seniority0,N,3,20-Oct-93,Collateral Type0,Coupon Frequency0,Coupon Type1,15-Oct-93,Industry Group0,Industry Sector0,Industry SubGroup13,Issuer Name45,Ticker21,Country4,Stripe 3
ISIN69,sp rating10,moody rating11,Currency0,N,Seniority2,Y,3,17-Jun-13,Collateral Type2,Coupon Frequency0,Coupon Type1,30-Apr-20,Industry Group15,Industry Sector1,Industry SubGroup22,Issuer Name46,Ticker41,Country4,Stripe 0
ISIN70,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,2-Feb-12,Collateral Type4,Coupon Frequency0,Coupon Type1,2-Feb-17,Industry Group0,Industry Sector0,Industry SubGroup13,Issuer Name47,Ticker42,Country5,Stripe 3
ISIN71,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,30-Oct-13,Collateral Type4,Coupon Frequency0,Coupon Type1,30-Oct-18,Industry Group0,Industry Sector0,Industry SubGroup13,Issuer Name47,Ticker42,Country5,Stripe 3
ISIN72,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,4-Jun-15,Collateral Type4,Coupon Frequency0,Coupon Type1,4-Jun-20,Industry Group0,Industry Sector0,Industry SubGroup13,Issuer Name47,Ticker42,Country5,Stripe 3
ISIN73,sp rating6,moody rating6,Currency0,N,Seniority2,N,3,4-Jun-15,Collateral Type4,Coupon Frequency0,Coupon Type1,4-Jun-18,Industry Group0,Industry Sector0,Industry SubGroup13,Issuer Name47,Ticker42,Country5,Stripe 3
ISIN74,sp rating11,moody rating12,Currency0,N,Seniority6,Y,3,25-Mar-11,Collateral Type6,Coupon Frequency0,Coupon Type1,1-Apr-18,Industry Group16,Industry Sector5,Industry SubGroup23,Issuer Name48,Ticker43,Country4,Stripe 0
ISIN75,sp rating10,moody rating9,Currency0,N,Seniority2,N,3,29-Apr-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jul-17,Industry Group17,Industry Sector1,Industry SubGroup24,Issuer Name49,Ticker44,Country4,Stripe 9
ISIN76,sp rating10,moody rating9,Currency0,N,Seniority2,N,3,29-Apr-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jul-22,Industry Group17,Industry Sector1,Industry SubGroup24,Issuer Name49,Ticker44,Country4,Stripe 9
ISIN77,sp rating10,moody rating9,Currency0,N,Seniority2,N,3,29-Apr-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jul-42,Industry Group17,Industry Sector1,Industry SubGroup24,Issuer Name49,Ticker44,Country4,Stripe 9
ISIN78,sp rating10,moody rating9,Currency0,N,Seniority2,N,3,17-May-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-23,Industry Group17,Industry Sector1,Industry SubGroup24,Issuer Name49,Ticker44,Country4,Stripe 9
ISIN79,sp rating10,moody rating9,Currency0,N,Seniority2,N,3,5-May-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Oct-21,Industry Group17,Industry Sector1,Industry SubGroup24,Issuer Name49,Ticker44,Country4,Stripe 9
ISIN80,sp rating10,moody rating9,Currency0,N,Seniority2,N,3,19-Mar-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Apr-19,Industry Group17,Industry Sector1,Industry SubGroup24,Issuer Name49,Ticker44,Country4,Stripe 9
ISIN81,sp rating10,moody rating9,Currency0,N,Seniority2,N,3,18-Dec-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Mar-20,Industry Group17,Industry Sector1,Industry SubGroup24,Issuer Name49,Ticker44,Country4,Stripe 9
ISIN82,sp rating12,moody rating13,Currency0,N,Seniority2,Y,3,9-Dec-13,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Oct-20,Industry Group18,Industry Sector5,Industry SubGroup25,Issuer Name50,Ticker45,Country4,Stripe 0
ISIN83,sp rating13,moody rating14,Currency0,N,Seniority2,Y,3,20-Sep-11,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Apr-19,Industry Group19,Industry Sector5,Industry SubGroup26,Issuer Name51,Ticker46,Country4,Stripe 0
ISIN84,sp rating14,moody rating11,Currency0,N,Seniority6,N,3,18-Sep-00,Collateral Type6,Coupon Frequency1,Coupon Type1,30-Nov-19,Industry Group20,Industry Sector7,Industry SubGroup27,Issuer Name52,Ticker47,Country4,Stripe 0
ISIN85,sp rating14,moody rating11,Currency0,N,Seniority6,N,3,18-Sep-00,Collateral Type6,Coupon Frequency1,Coupon Type1,30-Nov-29,Industry Group20,Industry Sector7,Industry SubGroup27,Issuer Name52,Ticker47,Country4,Stripe 0
ISIN86,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,17-Dec-09,Collateral Type4,Coupon Frequency0,Coupon Type1,17-Dec-39,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name53,Ticker48,Country4,Stripe 3
ISIN87,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,9-Aug-10,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Aug-40,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name53,Ticker48,Country4,Stripe 3
ISIN88,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,10-Feb-12,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-17,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name53,Ticker48,Country4,Stripe 3
ISIN89,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,10-Feb-12,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-22,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name53,Ticker48,Country4,Stripe 3
ISIN90,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,10-Jun-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-23,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name53,Ticker48,Country4,Stripe 3
ISIN91,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,12-Mar-15,Collateral Type4,Coupon Frequency0,Coupon Type1,16-Mar-20,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name53,Ticker48,Country4,Stripe 3
ISIN92,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,12-Mar-15,Collateral Type4,Coupon Frequency0,Coupon Type1,17-Mar-25,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name53,Ticker48,Country4,Stripe 3
ISIN93,sp rating0,moody rating7,Currency0,N,Seniority2,Y,3,2-May-12,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Dec-21,Industry Group21,Industry Sector5,Industry SubGroup28,Issuer Name54,Ticker49,Country4,Stripe 0
ISIN94,sp rating1,moody rating4,Currency0,N,Seniority2,N,3,18-Sep-03,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-33,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name55,Ticker50,Country4,Stripe 5
ISIN96,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,10-Aug-09,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Aug-19,Industry Group22,Industry Sector7,Industry SubGroup30,Issuer Name56,Ticker51,Country4,Stripe 5
ISIN97,sp rating9,moody rating4,Currency0,N,Seniority2,Y,3,21-Mar-11,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Mar-41,Industry Group22,Industry Sector7,Industry SubGroup30,Issuer Name56,Ticker51,Country4,Stripe 5
ISIN98,sp rating9,moody rating4,Currency0,N,Seniority2,Y,3,20-Sep-11,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Sep-21,Industry Group22,Industry Sector7,Industry SubGroup30,Issuer Name56,Ticker51,Country4,Stripe 5
ISIN99,sp rating9,moody rating4,Currency0,N,Seniority2,Y,3,16-May-13,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Jun-43,Industry Group22,Industry Sector7,Industry SubGroup30,Issuer Name56,Ticker51,Country4,Stripe 5
ISIN100,sp rating5,,Currency0,N,Seniority8,N,3,7-May-15,Collateral Type9,Coupon Frequency0,Coupon Type1,1-Jul-45,Industry Group23,Industry Sector1,Industry SubGroup31,Issuer Name57,Ticker52,Country4,Stripe 0
ISIN101,sp rating10,moody rating2,Currency0,N,Seniority2,N,3,18-Jan-08,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Oct-17,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name58,Ticker53,Country4,Stripe 10
ISIN102,sp rating10,moody rating2,Currency0,N,Seniority2,N,3,20-May-09,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jun-20,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name58,Ticker53,Country4,Stripe 10
ISIN103,sp rating10,moody rating2,Currency0,N,Seniority2,Y,3,1-Aug-12,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Jul-21,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name58,Ticker53,Country4,Stripe 10
ISIN104,sp rating10,moody rating2,Currency0,N,Seniority2,Y,3,30-Apr-13,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-23,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name58,Ticker53,Country4,Stripe 10
ISIN105,sp rating10,moody rating2,Currency0,N,Seniority2,Y,3,7-Mar-14,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Mar-24,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name58,Ticker53,Country4,Stripe 10
ISIN106,sp rating10,moody rating2,Currency0,N,Seniority2,Y,3,20-May-14,Collateral Type4,Coupon Frequency1,Coupon Type2,1-Jun-19,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name58,Ticker53,Country4,Stripe 10
ISIN107,sp rating10,moody rating2,Currency0,N,Seniority2,Y,3,6-Apr-15,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Apr-25,Industry Group20,Industry Sector7,Industry SubGroup29,Issuer Name58,Ticker53,Country4,Stripe 10
ISIN108,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,11-Mar-14,Collateral Type4,Coupon Frequency0,Coupon Type1,11-Mar-19,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name26,Ticker23,Country9,Stripe 11
ISIN109,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,11-Mar-14,Collateral Type4,Coupon Frequency0,Coupon Type1,11-Mar-44,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name26,Ticker23,Country9,Stripe 11
ISIN110,sp rating6,moody rating10,Currency0,N,Seniority2,Y,3,11-Mar-15,Collateral Type4,Coupon Frequency0,Coupon Type1,11-Mar-25,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name26,Ticker23,Country9,Stripe 11
ISIN111,sp rating6,moody rating10,Currency0,N,Seniority2,N,3,11-Mar-14,Collateral Type4,Coupon Frequency0,Coupon Type1,11-Mar-44,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name26,Ticker23,Country9,Stripe 11
ISIN112,sp rating6,moody rating10,Currency0,N,Seniority2,Y,3,11-Mar-15,Collateral Type4,Coupon Frequency0,Coupon Type1,11-Mar-25,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name26,Ticker23,Country9,Stripe 11
ISIN113,sp rating5,moody rating6,Currency0,N,Seniority4,N,3,15-Dec-14,Collateral Type6,Coupon Frequency0,Coupon Type1,15-Dec-17,Industry Group10,Industry Sector0,Industry SubGroup14,Issuer Name59,Ticker54,Country4,Stripe 3
ISIN114,sp rating1,moody rating15,Currency0,N,Seniority1,N,3,11-Jul-13,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Jul-30,Industry Group1,Industry Sector0,Industry SubGroup1,Issuer Name60,Ticker54,Country4,Stripe 3
ISIN115,sp rating5,moody rating6,Currency0,N,Seniority4,N,3,20-Mar-02,Collateral Type6,Coupon Frequency0,Coupon Type1,15-Mar-32,Industry Group1,Industry Sector0,Industry SubGroup12,Issuer Name61,Ticker55,Country4,Stripe 0
ISIN116,sp rating11,moody rating12,Currency0,N,Seniority2,Y,3,11-May-10,Collateral Type2,Coupon Frequency0,Coupon Type1,15-May-20,Industry Group24,Industry Sector2,Industry SubGroup32,Issuer Name62,Ticker56,Country4,Stripe 9
ISIN117,sp rating11,moody rating12,Currency0,N,Seniority2,Y,3,22-Mar-12,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Apr-22,Industry Group24,Industry Sector2,Industry SubGroup32,Issuer Name62,Ticker56,Country4,Stripe 9
ISIN118,sp rating10,moody rating16,Currency0,N,Seniority6,Y,3,28-Aug-13,Collateral Type6,Coupon Frequency0,Coupon Type1,1-Dec-18,Industry Group24,Industry Sector2,Industry SubGroup32,Issuer Name62,Ticker56,Country4,Stripe 9
ISIN119,sp rating11,moody rating12,Currency0,N,Seniority2,Y,3,16-Sep-14,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Oct-21,Industry Group24,Industry Sector2,Industry SubGroup32,Issuer Name62,Ticker56,Country4,Stripe 9
ISIN120,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,30-Jun-98,Collateral Type2,Coupon Frequency0,Coupon Type1,30-Jun-18,Industry Group13,Industry Sector0,Industry SubGroup19,Issuer Name63,Ticker57,Country4,Stripe 14
ISIN121,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,20-Nov-09,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Dec-19,Industry Group13,Industry Sector0,Industry SubGroup19,Issuer Name63,Ticker57,Country4,Stripe 14
ISIN122,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,9-Aug-10,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Aug-17,Industry Group13,Industry Sector0,Industry SubGroup19,Issuer Name63,Ticker57,Country4,Stripe 14
ISIN123,sp rating14,moody rating14,Currency0,N,Seniority2,Y,3,17-Aug-15,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Sep-23,Industry Group25,Industry Sector1,Industry SubGroup33,Issuer Name64,Ticker58,Country4,Stripe 0
ISIN124,sp rating3,moody rating11,Currency0,N,Seniority2,Y,3,9-Jul-12,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Jul-21,Industry Group26,Industry Sector8,Industry SubGroup34,Issuer Name65,Ticker59,Country4,Stripe 0
ISIN125,sp rating3,moody rating11,Currency0,N,Seniority2,Y,3,17-Dec-12,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Dec-22,Industry Group26,Industry Sector8,Industry SubGroup34,Issuer Name65,Ticker59,Country4,Stripe 0
ISIN126,sp rating13,moody rating14,Currency0,N,Seniority7,Y,3,29-Jul-11,Collateral Type2,Coupon Frequency0,Coupon Type1,1-Dec-20,Industry Group27,Industry Sector4,Industry SubGroup35,Issuer Name66,Ticker60,Country4,Stripe 0
ISIN127,sp rating13,moody rating14,Currency0,N,Seniority7,Y,3,9-May-14,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Feb-22,Industry Group27,Industry Sector4,Industry SubGroup35,Issuer Name66,Ticker60,Country4,Stripe 0
ISIN128,sp rating13,moody rating14,Currency0,N,Seniority7,Y,3,5-Jun-15,Collateral Type2,Coupon Frequency0,Coupon Type5,15-Jun-25,Industry Group27,Industry Sector4,Industry SubGroup35,Issuer Name66,Ticker60,Country4,Stripe 0
ISIN129,sp rating13,moody rating14,Currency0,N,Seniority7,Y,3,27-Jul-15,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Jun-25,Industry Group27,Industry Sector4,Industry SubGroup35,Issuer Name66,Ticker60,Country4,Stripe 0
ISIN130,sp rating15,moody rating12,Currency0,N,Seniority6,Y,3,19-Nov-12,Collateral Type6,Coupon Frequency0,Coupon Type1,15-Dec-17,Industry Group26,Industry Sector8,Industry SubGroup36,Issuer Name67,Ticker61,Country4,Stripe 0
ISIN131,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,22-Feb-94,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-24,Industry Group28,Industry Sector3,Industry SubGroup37,Issuer Name68,Ticker62,Country4,Stripe 4
ISIN132,sp rating16,moody rating10,Currency0,N,Seniority2,N,3,4-Nov-91,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Nov-21,Industry Group28,Industry Sector3,Industry SubGroup37,Issuer Name68,Ticker62,Country4,Stripe 4
ISIN133,sp rating17,moody rating17,Currency0,N,Seniority2,N,3,27-Feb-14,Collateral Type2,Coupon Frequency0,Coupon Type1,27-Apr-17,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name69,Ticker63,Country8,Stripe 0
ISIN134,sp rating17,moody rating17,Currency0,N,Seniority2,N,3,23-Sep-14,Collateral Type2,Coupon Frequency0,Coupon Type1,23-Sep-19,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name69,Ticker63,Country8,Stripe 0
ISIN135,sp rating17,moody rating17,Currency0,N,Seniority2,N,3,31-Mar-15,Collateral Type2,Coupon Frequency0,Coupon Type1,29-Mar-18,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name69,Ticker63,Country8,Stripe 0
ISIN136,sp rating17,moody rating17,Currency0,N,Seniority2,N,3,6-Aug-15,Collateral Type2,Coupon Frequency0,Coupon Type1,6-Aug-20,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name69,Ticker63,Country8,Stripe 0
ISIN137,sp rating17,moody rating17,Currency0,N,Seniority2,N,3,27-Feb-14,Collateral Type2,Coupon Frequency0,Coupon Type1,27-Apr-17,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name69,Ticker63,Country8,Stripe 0
ISIN138,sp rating17,moody rating17,Currency0,N,Seniority2,N,3,23-Sep-14,Collateral Type2,Coupon Frequency0,Coupon Type1,23-Sep-19,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name69,Ticker63,Country8,Stripe 0
ISIN139,sp rating17,moody rating17,Currency0,N,Seniority2,N,3,31-Mar-15,Collateral Type2,Coupon Frequency0,Coupon Type1,29-Mar-18,Industry Group0,Industry Sector0,Industry SubGroup0,Issuer Name69,Ticker63,Country8,Stripe 0
ISIN141,sp rating1,moody rating15,Currency0,N,Seniority2,N,3,19-Apr-01,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Apr-31,Industry Group26,Industry Sector8,Industry SubGroup38,Issuer Name70,Ticker64,Country4,Stripe 6
ISIN142,sp rating1,moody rating15,Currency0,N,Seniority2,N,3,8-Apr-02,Collateral Type2,Coupon Frequency0,Coupon Type1,1-May-32,Industry Group26,Industry Sector8,Industry SubGroup38,Issuer Name70,Ticker64,Country4,Stripe 6
ISIN143,sp rating14,moody rating16,Currency0,N,Seniority2,Y,3,17-Jun-15,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jun-23,Industry Group21,Industry Sector5,Industry SubGroup39,Issuer Name71,Ticker65,Country1,Stripe 0
ISIN144,sp rating9,moody rating18,Currency0,N,Seniority2,N,3,26-Mar-99,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Mar-29,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name72,Ticker66,Country4,Stripe 6
ISIN145,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,31-Jul-02,Collateral Type2,Coupon Frequency0,Coupon Type1,15-Nov-31,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name72,Ticker66,Country4,Stripe 6
ISIN146,sp rating4,moody rating18,Currency0,N,Seniority4,N,3,18-Sep-95,Collateral Type3,Coupon Frequency0,Coupon Type4,1-Oct-05,Industry Group30,Industry Sector2,Industry SubGroup41,Issuer Name73,Ticker67,Country13,Stripe 0
ISIN147,sp rating9,moody rating4,Currency0,N,Seniority8,N,3,22-Sep-14,Collateral Type9,Coupon Frequency0,Coupon Type1,22-Sep-19,Industry Group12,Industry Sector5,Industry SubGroup16,Issuer Name74,Ticker68,Country14,Stripe 0
ISIN148,sp rating9,moody rating4,Currency0,N,Seniority8,Y,3,22-Sep-14,Collateral Type9,Coupon Frequency0,Coupon Type1,22-Sep-24,Industry Group12,Industry Sector5,Industry SubGroup16,Issuer Name74,Ticker68,Country14,Stripe 0
ISIN149,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,18-May-06,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-36,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
ISIN150,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,31-Aug-07,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Sep-37,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
ISIN151,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,27-Nov-07,Collateral Type4,,Coupon Type6,27-Nov-22,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
ISIN152,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,6-Dec-07,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Jan-38,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
ISIN153,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,1-Feb-08,Collateral Type4,Coupon Frequency0,Coupon Type1,1-Feb-18,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
ISIN154,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,13-May-08,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-18,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
ISIN155,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,13-May-08,Collateral Type4,Coupon Frequency0,Coupon Type1,15-May-38,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
ISIN156,sp rating9,moody rating4,Currency0,N,Seniority2,N,3,3-Feb-09,Collateral Type4,Coupon Frequency0,Coupon Type1,15-Feb-19,Industry Group29,Industry Sector8,Industry SubGroup40,Issuer Name75,Ticker66,Country4,Stripe 6
